controller,scenario,split,seed,success,simulation_success,failure_reason,survived_time,theta_rms_deg,max_abs_theta_deg,max_abs_theta_rad,theta_itae,attitude_settling_time,position_itae,final_abs_position_error,position_settling_time,position_overshoot,position_drift,control_energy,saturation_time,saturation_ratio,disturbance_recovery_time,controller_runtime_seconds,mean_step_runtime_us,simulation_runtime_seconds,controller_evaluation_count,controller_completed_count
LQR,S3_positive_impulse,test,2026,1,1,,10,0.652019757816844,3.09243495177287,0.0539731718121886,0.125102395891572,1.401,1.50336677624502,0.000105927991245869,2.565,0.000201798992377156,0.500105927991246,0.130930807053069,0.0100000000000001,0.000999900009999,0,0.0129374,12.9244755244756,0.092541,1001,1001
LQR,S3_negative_impulse,test,2026,1,1,,10,0.644650001591128,3.09243495177287,0.0539731718121886,0.151303466340013,1.401,1.66542206817691,0.00029159405139606,2.565,0.0233144365796519,0.499708405948604,0.126670806453502,0.0100000000000001,0.000999900009999,0,0.0120151,12.0030969030969,0.0900449,1001,1001
LQR,S3_torque_impulse,test,2026,1,1,,10,1.53313361265403,6.29022928580422,0.109785211742655,0.575903954449643,5.054,4.4464083538746,0.00307683314768825,6.091,0.276180023152948,0.496923166852312,0.100000268340719,0.0100000000000001,0.000999900009999,2.382,0.0127045,12.6918081918082,0.0922345,1001,1001
LQR,S5_constant_bias,test,2026,1,1,,10,0.632380826508599,3.10327753062377,0.0541624105125439,0.123561667115765,1.406,2.1174380747182,0.0165574650396472,2.777,0,0.483442534960353,0.0688748096905539,0.0200000000000001,0.001999800019998,0,0.0119435,11.9315684315684,0.089706,1001,1001
LQI,S1_initial_tilt_3deg,test,2026,1,1,,10,0.247360744009716,3,0.0523598775598299,0.00768961192134373,0.029,0.0264515264431031,1.14067841891795e-08,0,0,1.14067841891795e-08,0.0217375341800634,0.0095,0.000999900009999,0,0.0314652,31.4337662337663,0.1153718,1001,1001
LQI,S1_initial_tilt_6deg,test,2026,1,1,,10,0.558277848180266,6,0.10471975511966,0.0169293002540257,0.333,0.0573779599450951,2.49807399671124e-08,0.304,0,2.49807399671124e-08,0.0495402585594304,0.0395,0.003999600039996,0,0.0291969,29.1677322677323,0.1106369,1001,1001
LQI,S1_initial_tilt_9deg,test,2026,1,1,,10,0.936731549839364,9,0.15707963267949,0.0281991042855778,0.433,0.094074430250999,4.13836893578437e-08,0.512,0,4.13836893578437e-08,0.082686543183582,0.0595,0.005999400059994,0,0.0284021,28.3737262737262,0.1097541,1001,1001
LQI,S1_initial_tilt_12deg,test,2026,1,1,,10,1.38832890901992,12,0.20943951023932,0.042019237642881,0.494,0.137914596998687,6.13410588787221e-08,0.617,0,6.13410588787221e-08,0.124290001865476,0.0795,0.007999200079992,0,0.0289058,28.8769230769231,0.1109087,1001,1001
LQI,S2_position_step_0p25m,test,2026,1,1,,10,0.353896983092698,1.45659745613252,0.0254224214856862,0.0691469930890855,0,0.71850945642214,3.44689366771345e-07,2.048,3.74438409733724e-06,0.250000344689367,0.000818892277448702,0,0,0,0.0283244,28.2961038961039,0.1101354,1001,1001
LQI,S2_position_step_0p75m,test,2026,1,1,,10,1.05980043086898,4.36363385535054,0.076159778127361,0.207198839955839,1.771,2.15568039928284,1.03517317173729e-06,2.77,1.12697689190755e-05,0.750001035173172,0.00736951928537169,0,0,0,0.0278256000000001,27.7978021978023,0.1094525,1001,1001
LQI,S2_position_step_1p0m,test,2026,1,1,,10,1.41087119044149,5.811002893703,0.101421133338035,0.275984306640862,2.953,2.87441686266131,1.38151411555043e-06,2.946,1.50691662277325e-05,1.00000138151412,0.0131006139409528,0,0,0,0.0282932,28.2649350649351,0.1097951,1001,1001
LQI,S2_saturation_stress,test,2026,1,1,,10,1.75107294195543,8,0.139626340159546,0.234711691579287,2.603,2.19397374387048,5.91320498566361e-07,2.946,2.01419211351972e-05,1.0000005913205,0.227418326017624,0.0495,0.004999500049995,1.626,0.0282666,28.2383616383617,0.1096247,1001,1001
LQI,S3_positive_impulse,test,2026,1,1,,10,0.728900229054977,2.91165299530012,0.050817931443542,0.165179010869797,1.654,1.47544485000285,5.95269296266299e-06,2.515,0.00236189379367202,0.500005952692963,0.110509816774626,0,0,0,0.0290137,28.9847152847153,0.1111404,1001,1001
LQI,S3_negative_impulse,test,2026,1,1,,10,0.726996424438447,2.91165299530012,0.050817931443542,0.160917014572924,1.654,1.4464103821125,4.56776522533842e-06,2.515,0.00111125468487094,0.499995432234775,0.10707365173878,0,0,0,0.0284947,28.4662337662337,0.1097265,1001,1001
LQI,S3_torque_impulse,test,2026,1,1,,10,2.44619941636392,15.1126197094166,0.263764972531109,0.643030169995812,4.606,2.19286529947462,6.14792897678518e-05,4.746,0.15566227778172,0.499938520710232,0.178238111404333,0.0600000000000001,0.005999400059994,0.388,0.0325197000000001,32.4872127872129,0.119492,1001,1001
LQI,S5_constant_bias,test,2026,1,1,,10,0.710216364509184,2.92138256319306,0.0509877444380702,0.139097770041534,1.654,1.44271308174909,6.91365958926937e-07,2.516,7.529397768824e-06,0.500000691365959,0.0475117193582384,0,0,0,0.033155,33.1218781218781,0.1211562,1001,1001
